id,name,institution_id,institution_name,created,modified,addresses_roadtype_id,addresses_roadtype_name,addresses_road_id,addresses_road_name,addresses_start_street_number,addresses_end_street_number,addresses_neighborhood_id,addresses_neighborhood_name,addresses_district_id,addresses_district_name,addresses_zip_code,addresses_main_address,addresses_type,values_id,values_attribute_id,values_category,values_attribute_name,values_attribute_type,values_value,values_outstanding,values_description,secondary_filters_id,secondary_filters_name,secondary_filters_fullpath,secondary_filters_tree,secondary_filters_asia_id,geo_epgs_25831_x,geo_epgs_25831_y,geo_epgs_4326_x,geo_epgs_4326_y
75990629288,Restaurant  Pizzeria Trattoria del Mar,,,2000-05-06T00:00:00+02:00,2021-03-03T22:15:23.617740+01:00,,,063306,C Caputxes,4,,04,"Sant Pere, Santa Caterina i la Ribera",01,Ciutat Vella,08003,True,,156247,20001,Telèfons,Tel.,char,933 197 757,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431571.50318343606,4581634.155479122,41.38332381921663,2.1816022602743272
99400399970,Restaurant Norte *Verdi,,,2015-10-28T10:02:42+01:00,2021-03-03T22:15:28.952040+01:00,,,356803,C Verdi,4,,31,la Vila de Gràcia,06,Gràcia,08012,True,,227604,20001,Telèfons,Tel.,char,935287676,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429602.88485892344,4583847.566480832,41.4030893823746,2.157802909564432
99400399984,Timesburg *Sants,,,2015-10-28T11:13:18+01:00,2021-03-03T22:15:27.912821+01:00,,,222603,C Moianès,75,,15,Hostafrancs,03,Sants-Montjuïc,08014,True,,227540,20001,Telèfons,Tel.,char,934616149,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428289.09629817645,4580677.719134326,41.374423667568514,2.14246230423835
75990596563,Bar Cafeteria Tasca es Bandoler,,,1999-06-05T00:00:00+02:00,2021-03-03T22:15:06.055852+01:00,,,319206,C Santes Creus,13,,43,Horta,07,Horta-Guinardó,08031,True,,156774,20001,Telèfons,Tel.,char,934209995,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430019.8361845082,4586847.667321656,41.430146555418595,2.162443527081312
75990331718,Bar Restaurant La Bombeta,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:58.004131+01:00,,,194100,C La Maquinista,3,,03,la Barceloneta,01,Ciutat Vella,08003,True,,149713,20001,Telèfons,Tel.,char,933199445,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,432080.8062943953,4581325.377595461,41.38058589711979,2.187727492440852
75990597266,Restaurant El Boliche del Gordo Cabrera,,,1999-05-15T00:00:00+02:00,2021-03-03T22:15:13.107904+01:00,,,089004,C Consell de Cent,338,,07,la Dreta de Eixample,02,Eixample,08009,True,,156087,20001,Telèfons,Tel.,char,932156881,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430474.6006239197,4582715.397704833,41.39296817640262,2.1683606396366435
75990331877,Cerveseria Bar La Esquina,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:58.122016+01:00,,,194406,Pg Maragall,222,,44,Vilapicina i la Torre Llobeta,08,Nou Barris,08031,True,,149645,20001,Telèfons,Tel.,char,933575980,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431019.87257191725,4586388.412002202,41.42609671963261,2.174463646549017
75990331971,Restaurant Pirineus,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:58.138978+01:00,,,106704,C Duran i Bas,3,,02,el Barri Gòtic,01,Ciutat Vella,08002,True,,149725,20001,Telèfons,Tel.,char,933021587,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430932.2033482143,4581879.639953436,41.385480193970636,2.1739290756154936
75990331978,Bar Restaurant Santilari,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:40.370189+01:00,,,023800,C Arizala,19,,20,la Maternitat i Sant Ramon,04,Les Corts,08028,True,,149727,20001,Telèfons,Tel.,char,934495733,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,426791.05679931043,4580983.698826318,41.37704462319875,2.1245133880235954
75990332006,Restaurant Sannin,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:40.379344+01:00,,,109203,C Encarnació,44,,31,la Vila de Gràcia,06,Gràcia,08024,True,,149729,20001,Telèfons,Tel.,char,932850051,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429804.52482323593,4584215.3969356,41.40641992756089,2.160172324957852
75990376527,Restaurant Xinès Catalunya,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:47.892243+01:00,,,187207,Av Madrid,100,,17,Sants - Badal,03,Sants-Montjuïc,08028,True,,151416,20001,Telèfons,Tel.,char,934915066,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427080.5099481279,4581152.819238109,41.37859410467939,2.127954150213491
75990434488,Restaurant La Rioja,,,1997-07-05T00:00:00+02:00,2021-03-03T22:14:53.859813+01:00,,,106704,C Duran i Bas,5,,02,el Barri Gòtic,01,Ciutat Vella,08002,True,,153603,20001,Telèfons,Tel.,char,933012298,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430946.2862094793,4581888.575869109,41.38556188602798,2.1740964754493195
75990481637,Bar Restaurant Menta,,,1998-01-17T00:00:00+01:00,2021-03-03T22:14:49.968075+01:00,,,071600,C Casp,171,,05,el Fort Pienc,02,Eixample,08013,True,,154465,20001,Telèfons,Tel.,char,932650135,True,,55734072,Karaokes,Planol BCN >> Cultura i lleure >> Espais de música i copes >> Karaokes,651,0065103002003004,431735.86723206594,4583376.352514069,41.39902924346256,2.1833714894413228
75990481637,Bar Restaurant Menta,,,1998-01-17T00:00:00+01:00,2021-03-03T22:14:49.968075+01:00,,,071600,C Casp,171,,05,el Fort Pienc,02,Eixample,08013,True,,154465,20001,Telèfons,Tel.,char,932650135,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431735.86723206594,4583376.352514069,41.39902924346256,2.1833714894413228
75990418828,Restaurant Chéri,,,1996-12-21T00:00:00+01:00,2021-03-03T22:14:49.464469+01:00,,,110304,C Enric Granados,122,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08008,True,,153502,20001,Telèfons,Tel.,char,934160057,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429251.888468049,4582900.348646868,41.3945273325425,2.1537148808527333
75990472917,Restaurant Bouquet,,,1997-08-16T00:00:00+02:00,2021-03-03T22:14:52.581885+01:00,,,100107,C Deu i Mata,70,,19,les Corts,04,Les Corts,08029,True,,154822,20001,Telèfons,Tel.,char,933220159,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427782.2138878076,4582259.611587494,41.388625837229284,2.1362130085163833
99400477158,Restaurant Zinbar,,,2017-02-03T10:52:11+01:00,2021-03-03T22:14:31.247528+01:00,,,032700,C Balmes,159,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08008,True,,229347,20001,Telèfons,Tel.,char,936314497,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429405.9189702514,4582904.779635833,41.3945807765887,2.1555566767025165
99400477159,Restaurant Zuka,,,2017-02-03T10:57:27+01:00,2021-03-03T22:14:31.233552+01:00,,,180208,C Londres,90,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08036,True,,229346,20001,Telèfons,Tel.,char,936817382,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428974.45919723774,4582743.366120194,41.3930889951755,2.1504150471537518
94135210,Restaurant Japonès Ginza,,,2000-04-03T00:00:00+02:00,2021-03-03T22:14:06.988014+01:00,,,268003,C Provença,205,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08008,True,,129367,20001,Telèfons,Tel.,char,934517193,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429600.2111382183,4582636.646292231,41.392182826019905,2.157911719025897
75990675423,Restaurant Silvestre,,,2000-10-28T00:00:00+02:00,2021-03-03T22:15:17.235283+01:00,,,318804,C Santaló,101,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08021,True,,156176,20001,Telèfons,Tel.,char,932414031,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428321.52942170174,4583311.392441242,41.39814705807934,2.1425385071739553
99400455274,Salt Restaurant & Beach Club,,,2016-07-15T12:45:13+02:00,2021-03-03T22:14:20.290080+01:00,,,701644,Pg Mare Nostrum,19,,03,la Barceloneta,01,Ciutat Vella,08039,True,,228937,20001,Telèfons,Tel.,char,932952819,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,432247.32193143514,4580054.175038684,41.369150534643964,2.1898608094351486
99400104541,Restaurant Centre Naturista Mailuna,,,2005-02-02T13:47:46+01:00,2021-03-03T22:16:05.482573+01:00,,,352100,C Valldonzella,48,,01,el Raval,01,Ciutat Vella,08001,True,,212368,20001,Telèfons,Tel.,char,933012002,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430163.0218753911,4581639.248141409,41.383248655945465,2.164758082639446
75990401756,Restaurant La Llesca de Bailèn,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:47.061194+01:00,,,031300,C Bailèn,31,,07,la Dreta de Eixample,02,Eixample,08010,True,,154109,20001,Telèfons,Tel.,char,932654696,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431057.78095090284,4582741.340571136,41.39325203888374,2.175332796344589
99400121321,Restaurant Market,,,2005-07-15T11:52:22+02:00,2021-03-03T22:16:06.479108+01:00,,,087009,C Comte Borrell,68,,10,Sant Antoni,02,Eixample,08015,True,,213450,20001,Telèfons,Tel.,char,932890130,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429803.8954611803,4581186.616484722,41.37914069678302,2.1605158463858234
75990106035,Bar Restaurant Tobogán,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:24.983395+01:00,,,276001,Pl Reial,10,,02,el Barri Gòtic,01,Ciutat Vella,08002,True,,142694,20001,Telèfons,Tel.,char,933021153,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431067.46115267766,4581297.289664505,41.380246738739686,2.1756128866316344
75990595396,Restaurant Xinès Chun Yue,,,1999-06-05T00:00:00+02:00,2021-03-03T22:15:02.263294+01:00,,,346800,Rbla Poblenou,65,,68,el Poblenou,10,Sant Martí,08005,True,,156078,20001,Telèfons,Tel.,char,933093112,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,433224.44872625405,4583586.44676202,41.401046505792074,2.20115420362928
75990242139,Showroom Fashion Bar,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:55.040533+01:00,,,008501,C Alfons XII,8,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08006,True,,148220,20001,Telèfons,Tel.,char,932180848,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428989.9769441694,4583227.968396023,41.39745499730514,2.150543819823435
75990242149,Pizzeria Mamma Mia,,,1996-11-25T00:00:00+01:00,2018-09-18T13:44:16+02:00,,,365702,Av Mare de Déu de Montserrat,14,,30,la Salut,06,Gràcia,08024,True,,148221,20001,Telèfons,Tel.,char,932840571,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429867.97504938813,4584971.254578776,41.41323319419302,2.1608437705140977
75990242197,Bar Restaurant Bidasoa,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:55.043321+01:00,,,323407,C Serra,21,,02,el Barri Gòtic,01,Ciutat Vella,08002,True,,148224,20001,Telèfons,Tel.,char,933181063,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431360.5743185851,4581219.846480032,41.37957428828389,2.179126749681503
75990102072,Restaurant Los Asadores,,,1996-09-18T00:00:00+02:00,2021-03-03T22:15:53.159055+01:00,,,267000,Av Príncep d'Astúries,4,,31,la Vila de Gràcia,06,Gràcia,08012,True,,142390,20001,Telèfons,Tel.,char,932378907,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429047.19928812026,4583702.37178078,41.40173282014934,2.151172671564666
75990102479,Bar Restaurant L'Astoret,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:23.078018+01:00,,,268003,C Provença,9,,09,la Nova Esquerra de l'Eixample,02,Eixample,08029,True,,142408,20001,Telèfons,Tel.,char,933220918,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,428381.36523831065,4581441.433699255,41.38131038442817,2.143475317955991
75990147126,Restaurant Ivorra 10,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:30.748097+01:00,,,159609,C Ivorra,10,,23,Sarrià,05,Sarrià-Sant Gervasi,08034,True,,145987,20001,Telèfons,Tel.,char,932045900,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,426680.6583794417,4583247.617711524,41.397424725251746,2.1229193139606246
99400328895,Bar Restaurant La Bodega 1900,,,2013-10-25T12:05:58+02:00,2021-03-03T22:14:49.174147+01:00,,,329902,C Tamarit,91,,10,Sant Antoni,02,Eixample,08015,True,,225738,20001,Telèfons,Tel.,char,933252659,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429474.20775013074,4580788.9882974615,41.375530562026604,2.1566197453345977
92086015295,Restaurant Flash Flash,,,1988-02-09T00:00:00+01:00,2021-03-03T22:15:37.346280+01:00,,,148806,C Granada del Penedès,25,,26,Sant Gervasi - Galvany,05,Sarrià-Sant Gervasi,08006,True,,165045,20001,Telèfons,Tel.,char,933231635,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429131.56158807926,4583134.471337762,41.39662539459046,2.152248288506652
75990171151,Bar Restaurant Figueras,,,1996-09-18T00:00:00+02:00,2018-07-26T15:25:15+02:00,,,297001,C Sant Antoni Maria Claret,230,,06,la Sagrada Família,02,Eixample,08025,True,,145809,20001,Telèfons,Tel.,char,934355059,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431044.1576676521,4584770.016782597,41.4115224921873,2.174938763418052
99400308930,Restaurant Ikibana *Paral·lel,,,2013-01-11T13:47:23+01:00,2021-03-03T22:14:10.621175+01:00,,,198804,Av Paral·lel,148,,10,Sant Antoni,02,Eixample,08015,True,,224970,20001,Telèfons,Tel.,char,934244648,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429611.2254252842,4580752.896678343,41.37521749280556,2.158262287672106
280131454,Restaurant Els Pollos de Llull *Ramon Turró,,,2000-10-06T00:00:00+02:00,2021-03-03T22:14:06.246716+01:00,,,110009,C Ramon Turró,13,,67,la Vila Olímpica del Poblenou,10,Sant Martí,08005,True,,130905,20001,Telèfons,Tel.,char,932213206,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,432360.4673416064,4582487.848307416,41.39107952015651,2.1909419652498476
2044141634,Restaurant Torre d'Altamar,,,2002-02-13T00:00:00+01:00,2021-03-03T22:14:06.294201+01:00,,,224904,Pg Joan Borbó Comte Barcelona,88,,03,la Barceloneta,01,Ciutat Vella,08039,True,,134561,20001,Telèfons,Tel.,char,932210007,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,432081.33949797373,4580291.405689098,41.371273223695326,2.187849724590997
75990119871,Restaurant Fan Shoronpo,,,1996-09-18T00:00:00+02:00,2021-03-03T22:14:24.440000+01:00,,,322801,C Sèneca,28,,31,la Vila de Gràcia,06,Gràcia,08006,True,,144086,20001,Telèfons,Tel.,char,930092235,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429409.9438860955,4583119.500542026,41.39651504338236,2.1555797872011078
75990292691,Restaurant Barceloneta,,,1996-11-25T00:00:00+01:00,2021-03-03T22:15:56.537630+01:00,,,354455,C Escar,22,,03,la Barceloneta,01,Ciutat Vella,08039,True,,149696,20001,Telèfons,Tel.,char,932212111,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,431991.62126324256,4580822.217488928,41.37604653344438,2.186717456469652
75990477616,Bar Restaurant Hard Rock Café,,,1997-10-18T00:00:00+02:00,2021-03-03T22:14:52.552879+01:00,,,074404,Pl Catalunya,21,,02,el Barri Gòtic,01,Ciutat Vella,08002,True,,154581,20001,Telèfons,Tel.,char,932702305,True,,55734068,Bars i pubs musicals,Planol BCN >> Cultura i lleure >> Espais de música i copes >> Bars i pubs musicals,651,0065103002003000,430665.5809289465,4581933.64737183,41.38594368658605,2.170734333146683
75990477616,Bar Restaurant Hard Rock Café,,,1997-10-18T00:00:00+02:00,2021-03-03T22:14:52.552879+01:00,,,074404,Pl Catalunya,21,,02,el Barri Gòtic,01,Ciutat Vella,08002,True,,154581,20001,Telèfons,Tel.,char,932702305,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430665.5809289465,4581933.64737183,41.38594368658605,2.170734333146683
150182627,Restaurant Embat,,,2000-05-29T00:00:00+02:00,2021-03-03T22:14:25.496929+01:00,,,191204,C Mallorca,304,,07,la Dreta de Eixample,02,Eixample,08037,True,,129605,20001,Telèfons,Tel.,char,934580855,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,430365.59258904523,4583171.005237745,41.39706225008739,2.1670044639235755
92086035813,Restaurant Jockey,,,1991-05-09T00:00:00+02:00,2021-03-03T22:14:10.193350+01:00,,,245802,C París,205,,08,l'Antiga Esquerra de l'Eixample,02,Eixample,08036,True,,171096,20001,Telèfons,Tel.,char,932000340,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429245.2155431771,4582851.454122469,41.39408637032111,2.1536407806924807
99400426201,Restaurant Les Truites,,,2016-02-19T10:09:58+01:00,2021-03-03T22:14:53.297796+01:00,,,023505,C Arimon,22,,25,Sant Gervasi - la Bonanova,05,Sarrià-Sant Gervasi,08022,True,,228740,20001,Telèfons,Tel.,char,934180691,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,427859.0557656828,4584009.98552937,41.40439763820951,2.136923467023736
99400426279,Restaurant Tacos Tacos *Tamarit,,,2016-02-22T10:02:20+01:00,2021-03-03T22:14:34.212243+01:00,,,329902,C Tamarit,85,,11,el Poble-sec,03,Sants-Montjuïc,08004,True,,228578,20001,Telèfons,Tel.,char,931647214,True,,60731068,Restaurants,Planol BCN >> Restaurants >> Restaurants >> Restaurants,651,0065103007000000,429377.22771308705,4580694.2232023105,41.37466853911538,2.1554711743260127
